 396 1
 544 1
 2599 1
 3184 1
 3185 1
 3186 1
 3187 1
 3188 1
 3189 1
 3190 1
 3191 1
 3193 1
 3194 1
 3195 1
 3196 1
 3197 1
 3198 1
 3199 1
 3201 1
 3202 1
 3204 1
broad 2017 1
broad 2181 1
broad 2187 1
broad 2308 1
broad 2810 1
broadcast 2849 2
broadcast 3032 4
broaden 3182 1
broader 1083 1
broader 2020 1
broader 2499 1
broken 867 2
broken 2175 1
brooker 1046 2
brookhaven 1741 1
brother 3065 4
brought 1161 1
brought 1397 1
brought 1506 1
brought 2494 1
brown 1810 1
brute 2196 1
bryant 855 2
bubget 891 1
bucket 1976 1
bucket 2203 1
bucket 2860 2
budget 2977 2
buffalo 2298 1
buffer 1698 1
buffer 1708 1
buffer 2175 1
buffer 2176 5
buffer 2376 3
buffer 2421 4
buffer 2481 5
buffer 2597 1
buffer 2646 2
buffer 2747 1
buffer 2946 1
build 1389 1
build 1626 1
build 1786 1
build 2470 1
build 2771 1
build 2849 1
build 3077 1
built 527 1
built 796 1
built 942 1
built 1462 1
built 1530 1
built 1695 1
built 1710 1
built 1810 1
built 1972 1
built 2667 1
built 2832 1
built 3012 1
built 3024 1
built 3041 1
built 3049 1
bulk 1014 1
bulk 1170 1
bulk 1651 1
burden 46 1
burden 417 1
bureau 601 1
bureau 605 1
bureau 2300 1
burnett 2671 1
butcher 1441 2
bx 2554 1
byan 1783 1
bypass 282 2
byproduct 441 1
byte 2727 1
byte 2744 1
cacm 1905 1
cadep 2230 1
cai 2328 1
cai 2398 2
calculi 2081 1
calculi 2253 2
calendar 785 1
calendar 2193 1
calendar 2962 2
calendar 3170 2
california 2776 1
california 2977 1
california 3160 1
call 417 1
call 698 1
call 824 1
call 1243 2
call 1470 1
call 1705 1
call 1788 1
call 2377 2
call 2764 1
call 3069 1
cam 251 2
came 116 1
came 1161 1
camera 2370 1
campaign 1385 1
cancel 2944 1
card 66 1
card 114 1
card 337 1
card 397 5
card 1070 1
card 1264 2
card 1700 2
card 1756 1
cardiovascular 2811 1
care 531 1
care 1143 2
care 1717 1
care 1810 1
care 2756 1
care 3005 1
carlo 298 1
carlo 732 1
carlo 882 1
carlo 1013 1
carlo 1434 1
carlo 1540 1
carlo 2142 1
carlo 2543 1
carlo 2798 1
carolina 382 1
carotid 2811 2
cartesian 1664 1
case 222 1
case 224 1
case 241 1
case 279 1
case 282 1
case 461 1
case 531 1
case 671 1
case 854 1
case 958 1
case 1159 1
case 1180 1
case 1333 1
case 1346 1
case 1387 1
case 1423 4
case 1430 1
case 1472 1
case 1503 1
case 1527 1
case 1528 2
case 1586 1
case 1713 2
case 1772 1
case 1811 1
case 1884 1
case 1936 1
case 1946 1
case 1974 1
case 2031 1
case 2150 3
case 2177 2
case 2216 1
case 2274 1
case 2276 1
case 2354 1
case 2455 1
case 2499 1
case 2522 1
case 2554 1
case 2567 1
case 2570 1
case 2571 1
case 2682 1
case 2701 1
case 2714 3
case 2723 1
case 2770 1
case 2851 1
case 2852 1
case 2858 1
case 2897 1
case 2916 1
case 2963 1
case 2978 1
case 2993 1
case 3048 2
case 3087 1
case 3110 1
case 3117 1
case 3121 1
case 3162 1
case 3174 1
case 3195 1
case 3196 2
cash 616 1
cast 3052 1
casual 1210 1
casual 1589 1
casual 3087 1
catalog 1194 2
catalog 1678 1
catalog 1771 1
caught 2320 1
ccd 3097 3
cdc 962 1
cdc 1468 1
cdc 1523 2
cdc 1750 1
cdc 1774 1
cdc 1829 1
cdc 2004 1
cdc 2083 1
cdc 2153 1
cdc 2357 1
cdc 2620 1
cdc 2674 1
cdc 2868 1
cdc 3187 1
cdc 3202 1
cell 731 1
cell 1295 1
cell 2289 3
cell 2665 1
cell 2674 1
cell 2687 1
cell 2696 1
cell 3083 1
cell 3112 1
cellular 2289 6
cellular 2882 1
cellular 3165 2
cent 849 1
center 57 1
center 147 1
center 585 2
center 1089 1
center 1099 1
center 1108 1
center 1199 3
center 1224 2
center 1308 1
center 1472 1
center 1503 1
center 1572 1
center 1604 2
center 1809 1
center 1810 1
center 2315 1
center 2370 1
center 2776 1
center 2852 1
center 3013 1
center 3050 2
central 696 1
central 972 1
central 982 1
central 1164 1
central 1181 1
central 1199 1
central 1412 2
central 1642 1
central 1653 1
central 1805 1
central 1889 1
central 1892 1
central 2113 1
central 2197 2
central 2302 1
central 2481 1
central 2849 1
central 2870 1
central 2893 1
central 2949 1
central 3132 3
central 3141 1
central 3158 3
centroid 3013 1
cep 1035 2
cep 1305 5
cf 2921 2
cft 3024 1
chain 290 1
chain 492 1
chain 1216 1
chain 1464 1
chain 2552 1
chain 2571 1
chain 3085 2
chairman 322 1
chairman 1397 1
chairman 2181 1
chairman 3195 1
chairmen 2813 1
chamber 1468 2
championship 2471 1
channel 1652 1
channel 1742 2
channel 2499 1
character 113 1
character 118 1
character 138 1
character 170 1
character 230 1
character 265 1
character 434 1
character 526 1
character 719 1
character 791 1
character 794 1
character 928 1
character 1084 3
character 1162 1
character 1230 1
character 1290 2
character 1455 3
character 1497 2
character 1593 2
character 1652 1
character 1665 5
character 1726 1
character 1739 2
character 1948 1
character 2215 1
character 2370 1
character 2485 1
character 2494 1
character 2643 2
character 2674 1
character 2687 2
character 2706 1
character 2809 1
character 2820 1
character 2901 1
character 2916 2
character 2948 1
character 3131 1
character 3193 1
character 3202 1
chargeout 2985 2
chart 56 1
chart 211 1
chart 288 1
chart 1348 1
chart 2289 1
chart 2492 1
cheap 3171 1
chebyschev 341 1
chebyschev 1499 1
chebyschev 1500 1
chebyschev 1522 1
chebyshev 182 1
chebyshev 588 1
chebyshev 874 1
chebyshev 1077 1
chebyshev 1080 1
chebyshev 1109 2
chebyshev 1419 1
chebyshev 1446 1
chebyshev 1480 1
chebyshev 1600 1
chebyshev 1744 1
chebyshev 1903 1
chebyshev 1931 2
chebyshev 2143 1
chebyshev 2229 2
chebyshev 2354 1
chebyshev 2410 1
chebyshev 2521 1
chebyshev 2762 1
check 24 1
check 242 1
check 243 2
check 282 1
check 583 1
check 2424 1
check 2871 1
check 2970 1
checker 1025 3
checkerboard 2289 1
checklist 92 1
checkpoint 396 1
checkpoint 2599 1
checkpoint 2797 1
checksum 1027 1
chen 2729 1
chess 2483 8
chief 679 1
chief 730 1
chief 1272 1
chief 2289 1
chile 1862 2
chilean 1862 1
china 1385 2
chino 116 2
chip 2322 1
chop 2525 3
chosen 300 1
chosen 940 1
chosen 1265 1
chosen 1507 1
chosen 1517 1
chosen 1587 1
chosen 2051 1
chosen 2106 1
chosen 2125 1
chosen 2139 1
chosen 2188 1
chosen 2692 1
chosen 2702 1
chosen 2717 1
chosen 2753 1
chosen 2767 1
chosen 2829 1
chosen 2971 1
chosen 3012 1
chosen 3077 1
chosen 3192 1
chosen 3204 1
chrisoffel 1616 1
christoffel 1345 1
cincinnati 1099 1
cincinnati 1445 1
cipher 1975 1
cipher 2620 1
cipher 2621 1
circa 63 1
circuit 1424 1
circuit 1623 2
circuit 1906 2
circuit 2003 4
circuit 2145 2
circuit 2189 3
circuit 2230 1
circuit 2469 1
circular 367 1
circular 1594 5
circular 1742 1
circular 2189 1
circular 2225 1
circular 2857 1
circular 2947 1
circular 2994 2
circular 3141 1
civil 2308 1
claim 1225 1
claim 1698 1
claim 2323 1
claim 2777 1
claim 3030 1
class 185 1
class 319 2
class 321 1
class 462 2
class 527 1
class 719 1
class 755 1
class 955 1
class 1110 1
class 1111 1
class 1135 3
class 1186 1
class 1196 1
class 1235 2
class 1255 1
class 1306 1
class 1379 1
class 1456 1
class 1469 1
class 1496 1
class 1527 1
class 1540 1
class 1706 1
class 1811 1
class 1876 1
class 1911 2
class 2019 1
class 2061 1
class 2110 1
class 2111 1
class 2135 1
class 2164 2
class 2179 2
class 2189 1
class 2194 1
class 2196 1
class 2219 2
class 2301 1
class 2320 1
class 2389 1
class 2435 1
class 2518 1
class 2546 1
class 2594 1
class 2603 3
class 2695 1
class 2697 1
class 2698 1
class 2701 1
class 2728 1
class 2771 1
class 2859 1
class 2885 1
class 2921 1
class 2955 1
class 2978 2
class 2993 2
class 3024 1
class 3042 2
class 3065 1
class 3067 1
class 3077 1
class 3080 1
class 3099 1
class 3118 1
class 3132 1
class 3134 1
class 3165 1
class 3184 1
classic 1152 1
classic 1441 1
classic 2709 1
classic 3058 1
classic 3120 1
classroom 146 1
classroom 2153 1
clausal 3133 1
clean 2380 1
clean 2931 1
clear 1465 1
clear 1628 1
clear 1745 1
clear 1928 1
clear 2233 1
clear 2483 1
clear 2750 1
clenshaw 2410 1
clinic 3146 3
clip 410 1
clip 2692 2
clipping 2692 12
clipping 2828 1
clock 2749 2
close 2145 1
close 2146 1
close 2420 1
close 2483 1
close 2873 1
close 3042 1
close 3065 1
close 3077 1
closer 1389 1
closer 2145 1
closest 2524 1
closet 867 1
closet 2994 1
cloud 2523 2
clp 1288 1
clu 2929 1
clu 2939 5
club 2483 1
cluster 2494 3
coaxial 2849 1
cobol 300 2
cobol 592 1
cobol 594 1
cobol 595 3
cobol 596 2
cobol 597 1
cobol 598 3
cobol 599 1
cobol 600 1
cobol 601 1
cobol 602 1
cobol 603 1
cobol 630 1
cobol 638 1
cobol 799 2
cobol 853 1
cobol 918 1
cobol 945 1
cobol 1168 3
cobol 1277 1
cobol 1282 3
cobol 1488 4
cobol 1564 3
cobol 2198 1
cobol 2317 1
cobol 2449 1
cobol 2705 1
cobol 2821 4
cobol 2887 6
cobol 3004 3
cobol 3145 4
cobolin 2820 1
codasyl 616 1
codasyl 1135 1
codasyl 2593 1
code 48 8
code 66 1
code 123 1
code 144 1
code 230 1
code 333 1
code 797 1
code 1066 3
code 1088 1
code 1160 1
code 1187 1
code 1204 1
code 1223 2
code 1232 1
code 1234 1
code 1235 1
code 1289 1
code 1290 1
code 1331 2
code 1362 9
code 1389 1
code 1390 1
code 1476 1
code 1523 1
code 1551 1
code 1564 2
code 1613 1
code 1651 3
code 1652 4
code 1665 1
code 1726 1
code 1786 1
code 1795 1
code 1807 1
code 1824 2
code 1886 2
code 1947 1
code 1973 1
code 1992 1
code 2064 1
code 2107 2
code 2233 1
code 2253 1
code 2423 1
code 2433 1
code 2453 1
code 2491 2
code 2621 1
code 2622 1
code 2651 1
code 2692 2
code 2701 1
code 2748 3
code 2801 2
code 2821 1
code 2834 2
code 2858 1
code 2888 1
code 2897 7
code 2929 1
code 2944 1
code 2968 1
code 3005 1
code 3027 1
code 3054 1
code 3066 2
code 3080 2
code 3110 1
code 3175 2
coder 1235 1
codeword 1677 1
codeword 2064 1
coffman 2570 1
coffman 2671 1
cognition 2979 1
coko 2483 4
colinear 2737 1
collect 696 1
collect 1826 1
collector 1853 1
collector 1878 1
collector 1972 1
collector 2723 1
collector 2833 1
collision 3172 1
color 1891 3
color 2287 1
color 3139 3
columbia 2721 1
column 1433 1
column 1651 1
column 1724 1
column 1725 1
column 2194 1
column 2289 1
column 2372 1
column 2557 1
column 2695 1
column 3138 4
combat 318 1
come 2106 1
come 2113 1
comit 655 2
comit 917 1
comit 1145 1
comit 1389 1
command 23 1
command 409 1
command 892 1
command 972 1
command 1341 1
command 1409 1
command 1470 1
command 1519 1
command 1671 1
command 1681 2
command 1824 1
command 1923 1
command 1937 1
command 2035 1
command 2036 1
command 2483 1
command 2629 2
command 2812 1
command 2947 1
comment 392 1
comment 1535 1
comment 1831 1
comment 1964 1
comment 1992 1
comment 2021 1
comment 2067 1
comment 2068 1
comment 2085 1
comment 2156 1
comment 2221 1
comment 2222 1
comment 2280 1
comment 2293 1
comment 2295 1
comment 2360 1
comment 2412 1
comment 2502 1
comment 2503 1
comment 2934 1
comment 2974 1
comment 3191 1
common 104 1
common 144 1
common 670 1
common 965 1
common 981 1
common 1022 1
common 1062 1
common 1072 1
common 1098 1
common 1135 1
common 1182 1
common 1223 1
common 1234 1
common 1261 1
common 1264 1
common 1265 1
common 1280 2
common 1308 1
common 1393 2
common 1410 1
common 1412 1
common 1443 1
common 1486 2
common 1519 1
common 1608 1
common 1807 1
common 1846 1
common 1947 1
common 1958 1
common 2002 1
common 2031 2
common 2083 3
common 2181 1
common 2319 1
common 2365 1
common 2520 1
common 2537 2
common 2569 1
common 2692 1
common 2745 2
common 2835 1
common 2860 1
common 2940 1
common 2963 2
common 2986 1
common 3043 1
common 3049 1
common 3077 1
common 3100 1
common 3113 1
common 3114 1
common 3118 1
common 3130 1
common 3134 1
common 3135 1
common 3156 1
common 3157 1
common 3199 1
communist 1385 3
compact 799 1
compact 1135 1
compact 1279 1
compact 1634 1
compact 1853 1
compact 1972 1
compact 2137 1
compact 2633 2
compact 2651 1
compact 2739 1
compact 2787 1
compact 3005 1
compact 3074 1
compact 3112 1
companion 2354 1
companion 2355 1
companion 2377 1
comparison 102 1
comparison 335 1
comparison 380 1
comparison 694 1
comparison 850 1
comparison 860 3
comparison 974 1
comparison 1098 2
comparison 1171 1
comparison 1225 1
comparison 1265 2
comparison 1350 1
comparison 1366 3
comparison 1387 1
comparison 1483 1
comparison 1503 2
comparison 1517 2
comparison 1550 1
comparison 1605 1
comparison 1860 1
comparison 1908 1
comparison 1998 1
comparison 2049 1
comparison 2053 1
comparison 2093 1
comparison 2110 1
comparison 2179 1
comparison 2186 1
comparison 2249 3
comparison 2263 1
comparison 2282 1
comparison 2344 2
comparison 2369 1
comparison 2413 1
comparison 2451 1
comparison 2483 1
comparison 2494 1
comparison 2570 1
comparison 2725 1
comparison 2767 1
comparison 2874 2
comparison 2905 1
comparison 2967 1
comparison 2968 2
comparison 2973 1
comparison 2978 1
comparison 2983 1
comparison 3016 1
comparison 3020 1
comparison 3051 1
comparison 3139 1
comparison 3187 1
compass 1160 2
complement 1695 1
complement 1718 1
complement 1874 2
complement 1965 1
complement 2084 1
complement 2109 1
complement 2200 6
complement 3014 1
complement 3026 1
completion 1295 2
completion 1506 1
completion 1550 1
complex 172 1
complex 253 1
complex 283 1
complex 304 1
complex 321 1
complex 348 1
complex 353 1
complex 355 1
complex 365 1
complex 390 1
complex 396 1
complex 409 1
complex 443 1
complex 520 1
complex 546 1
complex 553 1
complex 567 1
complex 568 1
complex 575 1
complex 679 2
complex 810 1
complex 814 1
complex 979 1
complex 1011 1
complex 1028 1
complex 1043 1
complex 1135 1
complex 1172 1
complex 1268 1
complex 1349 1
complex 1359 1
complex 1381 1
complex 1383 1
complex 1412 1
complex 1415 1
complex 1438 1
complex 1454 1
complex 1456 1
complex 1462 1
complex 1520 1
complex 1524 1
complex 1525 2
complex 1536 3
complex 1571 1
complex 1588 2
complex 1614 2
complex 1679 1
complex 1769 1
complex 1803 1
complex 1806 1
complex 1819 1
complex 1860 1
complex 1967 1
complex 1988 1
complex 1998 4
complex 2020 1
complex 2120 1
complex 2198 1
complex 2214 3
complex 2224 1
complex 2263 1
complex 2314 2
complex 2336 1
complex 2343 1
complex 2364 1
complex 2366 2
complex 2385 1
complex 2463 1
complex 2464 1
complex 2492 1
complex 2519 1
complex 2544 2
complex 2598 1
complex 2611 1
complex 2676 1
complex 2687 1
complex 2692 1
complex 2723 1
complex 2742 1
complex 2771 1
complex 2815 1
complex 2826 1
complex 2924 1
complex 2979 1
complex 3010 1
complex 3020 2
complex 3027 1
complex 3077 1
complex 3087 1
complex 3121 1
complex 3150 1
compound 2060 1
compound 2378 1
compound 2802 1
comprehend 1856 3
comprehend 2167 1
compress 2141 1
compressor 1516 1
computation 34 1
computation 35 1
computation 42 1
computation 83 1
computation 119 1
computation 121 1
computation 194 1
computation 210 1
computation 220 1
computation 532 1
computation 676 1
computation 824 1
computation 1010 1
computation 1029 1
computation 1072 1
computation 1145 1
computation 1154 1
computation 1199 2
computation 1255 1
computation 1269 1
computation 1381 2
computation 1411 2
computation 1441 1
computation 1474 1
computation 1480 1
computation 1498 1
computation 1536 2
computation 1550 1
computation 1572 1
computation 1644 2
computation 1650 1
computation 1679 1
computation 1696 1
computation 1708 1
computation 1727 2
computation 1795 1
computation 1805 1
computation 1807 1
computation 1817 1
computation 1844 1
computation 1909 1
computation 1933 1
computation 1934 2
computation 1946 1
computation 2004 1
computation 2076 1
computation 2129 1
computation 2135 1
computation 2169 1
computation 2170 1
computation 2232 1
computation 2251 1
computation 2263 2
computation 2265 1
computation 2275 1
computation 2289 1
computation 2312 1
computation 2326 1
computation 2340 1
computation 2354 1
computation 2355 1
computation 2366 1
computation 2400 1
computation 2457 1
computation 2567 1
computation 2616 1
computation 2668 1
computation 2694 1
computation 2695 1
computation 2707 3
computation 2776 1
computation 2824 1
computation 2828 1
computation 2829 1
computation 2842 1
computation 2847 1
computation 2851 1
computation 2862 1
computation 2874 1
computation 2884 1
computation 2895 1
computation 2914 1
computation 2918 1
computation 2922 1
computation 2931 1
computation 2981 1
computation 2986 1
computation 2996 1
computation 3039 1
computation 3075 1
computation 3085 3
computation 3152 1
computation 3165 1
computation 3166 1
computer 4 1
computer 7 1
computer 10 1
computer 13 1
computer 19 1
computer 22 1
computer 23 1
computer 37 1
computer 40 1
computer 41 1
computer 44 1
computer 48 1
computer 57 1
computer 58 2
computer 63 1
computer 71 2
computer 80 1
computer 90 1
computer 92 1
computer 93 3
computer 96 1
computer 104 1
computer 106 1
computer 144 1
computer 146 1
computer 173 1
computer 175 1
computer 185 1
computer 188 1
computer 192 1
computer 202 1
computer 217 1
computer 218 1
computer 236 2
computer 237 1
computer 242 1
computer 251 1
computer 252 1
computer 254 1
computer 276 1
computer 278 3
computer 282 1
computer 303 1
computer 320 1
computer 322 4
computer 323 1
computer 361 1
computer 417 5
computer 436 1
computer 439 1
computer 461 1
computer 462 1
computer 464 2
computer 482 1
computer 488 1
computer 489 1
computer 491 1
computer 495 1
computer 496 1
computer 525 1
computer 530 1
computer 531 1
computer 557 1
computer 558 2
computer 561 1
computer 585 1
computer 595 2
computer 605 1
computer 617 1
computer 644 1
computer 671 1
computer 678 3
computer 681 1
computer 695 2
computer 698 3
computer 725 1
computer 728 2
computer 756 1
computer 758 2
computer 796 3
computer 825 1
computer 828 1
computer 829 1
computer 851 1
computer 854 1
computer 858 1
computer 859 1
computer 860 1
computer 865 1
computer 893 1
computer 931 1
computer 940 3
computer 962 1
computer 963 2
computer 964 1
computer 971 1
computer 997 1
computer 998 1
computer 1000 1
computer 1001 3
computer 1002 1
computer 1003 5
computer 1008 2
computer 1009 1
computer 1010 1
computer 1013 1
computer 1014 2
computer 1026 1
computer 1030 4
computer 1051 1
computer 1066 5
computer 1071 3
computer 1073 1
computer 1083 1
computer 1088 2
computer 1089 1
computer 1098 1
computer 1099 3
computer 1100 1
computer 1101 1
computer 1103 1
computer 1108 2
computer 1112 1
computer 1114 1
computer 1116 2
computer 1134 1
computer 1144 2
computer 1145 1
computer 1155 1
computer 1159 2
computer 1166 1
computer 1169 1
computer 1172 5
computer 1179 1
computer 1184 1
computer 1188 5
computer 1195 1
computer 1196 2
computer 1197 1
computer 1199 2
computer 1200 1
computer 1205 1
computer 1208 1
computer 1214 2
computer 1235 1
computer 1237 1
computer 1247 2
computer 1248 1
computer 1252 1
computer 1257 1
computer 1259 1
computer 1260 1
computer 1261 1
computer 1270 2
computer 1272 2
computer 1281 3
computer 1306 3
computer 1309 2
computer 1315 1
computer 1323 1
computer 1325 1
computer 1326 2
computer 1327 3
computer 1329 1
computer 1330 1
computer 1334 1
computer 1341 2
computer 1345 1
computer 1347 1
computer 1348 1
computer 1354 1
computer 1365 1
computer 1366 5
computer 1368 1
computer 1382 1
computer 1383 1
computer 1384 3
computer 1385 5
computer 1388 1
